task,task_category,comparison,family,layer,sample_size,original_feature_count,feature_count,source_seed,n_sampling_repeats,n_projection_seeds,n_pairs,test_accuracy_mean,test_accuracy_std,test_macro_f1_mean,test_macro_f1_std,test_balanced_accuracy_mean,test_balanced_accuracy_std
pullover_vs_coat,within_tops,fine_minus_random,fine,conv1,20,3136,32,42,10,5,50,0.0052800000000000095,0.031011380399551935,0.005795764687766107,0.03175031287830186,0.00528,0.031011380399551924
pullover_vs_coat,within_tops,fine_minus_random,fine,conv1,30,3136,32,42,10,5,50,0.005949999999999991,0.024225818997970928,0.00635241988797748,0.025076987360415918,0.0059499999999999996,0.024225818997970945
pullover_vs_coat,within_tops,fine_minus_random,fine,conv1,50,3136,32,42,10,5,50,-0.003990000000000002,0.028414118723922143,-0.004062340099187216,0.028725100794641693,-0.003989999999999996,0.028414118723922153
pullover_vs_coat,within_tops,fine_minus_random,fine,conv1,80,3136,32,42,10,5,50,0.0002799999999999869,0.02038986342799394,0.00023486541243804558,0.020554420032075874,0.00028000000000002025,0.02038986342799394
pullover_vs_coat,within_tops,fine_minus_random,fine,conv1,110,3136,32,42,10,5,50,0.0008999999999999964,0.02287343169598784,0.000969857412377757,0.022981988000366178,0.0009000000000000141,0.022873431695987836
pullover_vs_coat,within_tops,fine_minus_random,fine,conv1,150,3136,32,42,10,5,50,0.000149999999999999,0.02198358617752095,0.00015827790434344902,0.02202173003658753,0.00015000000000000568,0.021983586177520918
pullover_vs_coat,within_tops,fine_minus_random,fine,conv1,200,3136,32,42,10,5,50,-0.000990000000000002,0.020787920845077905,-0.000967955525879427,0.020829878475100365,-0.0009899999999999998,0.020787920845077926
pullover_vs_coat,within_tops,fine_minus_random,fine,conv2,10,1568,32,42,10,5,50,0.03108,0.05383585786292195,0.03218914124796411,0.0595401114956721,0.03108000000000001,0.05383585786292194
pullover_vs_coat,within_tops,fine_minus_random,fine,conv2,20,1568,32,42,10,5,50,0.03130000000000001,0.0435245649616632,0.03200844693244017,0.04558202295932396,0.0313,0.0435245649616632
pullover_vs_coat,within_tops,fine_minus_random,fine,conv2,30,1568,32,42,10,5,50,0.025860000000000005,0.049050894019188204,0.026762378528095966,0.05029530088082246,0.025859999999999994,0.049050894019188204
